# Nodes, Ptile,    Forward,    Back, Total, SpeedUp
1, 2, 0.004981742777000021, 0.007054597826000003, 0.012036340603000024, 1.0
1, 4, 0.004667009683, 0.006005364748500001, 0.0106723744315, 1.1278034405796535
2, 4, 0.009453313577500004, 0.010142823412000007, 0.01959613698950001, 0.6142200684476399
4, 4, 0.005949401861624997, 0.006287798623249997, 0.012237200484874994, 0.983586124773944
