# Nodes, Ptile,    Forward,    Back, Total, SpeedUp
1, 2, 0.02274823108999999, 0.028330889806999958, 0.05107912089699995, 1.0
1, 4, 0.05803357672749988, 0.05892558570849997, 0.11695916243599985, 0.4367261173313419
2, 4, 0.043576192138499954, 0.046747361778749975, 0.09032355391724993, 0.5655127448128998
4, 4, 0.030463689293875006, 0.02805321207512499, 0.05851690136899999, 0.8728951756160436
