# Nodes, Ptile,    Forward,    Back, Total, SpeedUp
1, 2, 0.025376527707000003, 0.027841642584, 0.053218170291000004, 1.0
1, 4, 0.018367129787999988, 0.01940062458400003, 0.037767754372000015, 1.409090139880133
2, 4, 0.0275794135315, 0.029299453253749958, 0.05687886678524996, 0.935640481234073
4, 4, 0.021695163503749997, 0.022176043907874986, 0.04387120741162498, 1.2130546075852535
