# Nodes, Ptile,    Forward,    Back, Total, SpeedUp
1, 2, 0.011260473299999978, 0.014960335094999985, 0.02622080839499996, 1.0
1, 4, 0.007718946160000005, 0.009147698011499979, 0.016866644171499984, 1.5545954564753288
2, 4, 0.013626772102499992, 0.014312264787750002, 0.027939036890249992, 0.9385007972179009
4, 4, 0.01068597992625, 0.01119588303774999, 0.021881862963999993, 1.1982895806512632
