# Nodes, Ptile,    Forward,    Back, Total, SpeedUp
1, 2, 0.053832707049000075, 0.053116030758000074, 0.10694873780700015, 1.0
1, 4, 0.037051385809500015, 0.03705858592949997, 0.07410997173899998, 1.4431086033017462
2, 4, 0.055933599799499994, 0.05332895531524998, 0.10926255511474997, 0.9788233278517073
4, 4, 0.03806328542787496, 0.03735539279225002, 0.07541867822012498, 1.4180669872633962
