# Nodes, Ptile,    Forward,    Back, Total, SpeedUp
1, 2, 0.02421154734599997, 0.027427604740999978, 0.05163915208699995, 1.0
1, 4, 0.05900400101249992, 0.060281597514000106, 0.11928559852650003, 0.4329034914933842
2, 4, 0.04569959065874996, 0.04587513200975002, 0.09157472266849997, 0.5639018124459237
