# Nodes, Ptile,    Forward,    Back, Total, SpeedUp
4, 4, 3.598363485416125, 3.296390603292627, 6.894754088708752, 1.0
8, 4, 2.240914085730499, 2.418538186827627, 4.659452272558126, 1.4797348884364478
16, 4, 1.112377173107219, 1.1262751174565, 2.238652290563719, 3.0798682393738654
32, 4, 0.6377873555304063, 0.6482676276485, 1.2860549831789063, 5.361165874623889
