# Nodes, Ptile,    Forward,    Back, Total, SpeedUp
4, 4, 0.35649194222725, 0.4411557115383749, 0.797647653765625, 1.0
8, 4, 0.322209770338375, 0.4085339821598127, 0.7307437524981877, 1.0915558990941947
16, 4, 0.1656032960975, 0.2272760742341251, 0.3928793703316251, 2.030260975760421
32, 4, 0.08473467326526565, 0.1417658297503281, 0.22650050301559374, 3.521615374561485
