# Nodes, Ptile,    Forward,    Back, Total, SpeedUp
4, 4, 3.064937741454002, 3.120285691131623, 6.185223432585625, 1.0
8, 4, 2.146281667596627, 2.309995185525626, 4.456276853122253, 1.387980064176668
16, 4, 1.163622362329562, 1.176643919597938, 2.3402662819274997, 2.64295712002966
32, 4, 0.6243220503743439, 0.62450482404425, 1.2488268744185937, 4.952826976489619
