# Nodes, Ptile,    Forward,    Back, Total, SpeedUp
4, 4, 0.3419388216899998, 0.35832961614925, 0.7002684378392499, 1.0
8, 4, 0.2256336915716874, 0.2346842050663125, 0.4603178966379999, 1.5212713712713852
16, 4, 0.09158247015768757, 0.09325670195568747, 0.18483917211337503, 3.788528318065206
32, 4, 0.06061519402765627, 0.06209444475590625, 0.12270963878356253, 5.706710937959779
