# Nodes, Ptile,    Forward,    Back, Total, SpeedUp
1, 2, 0.014490782053000011, 0.01825435178999998, 0.03274513384299999, 1.0
1, 4, 0.02982429367149998, 0.031667894442000064, 0.061492188113500046, 0.5325088413272954
2, 4, 0.022183392561749993, 0.02213272498275002, 0.04431611754450002, 0.7388989753021341
4, 4, 0.014193728429625008, 0.015672025840249987, 0.029865754269874995, 1.0964107434590853
