# Nodes, Ptile,    Forward,    Back, Total, SpeedUp
1, 2, 0.006367702709000021, 0.014293087188000004, 0.020660789897000025, 1.0
1, 4, 0.0026682464144999955, 0.006700941465000001, 0.009369187879499996, 2.2051847142703074
2, 4, 0.003965888864999994, 0.006054271105500006, 0.0100201599705, 2.061922160706688
4, 4, 0.0030960684378749993, 0.004084225147875001, 0.00718029358575, 2.8774296830986685
