# Nodes, Ptile,     TXY,      TYZ,     TZY,     TYX,     TOT
1, 128, 0.08525790046171906, 0.19453780725937192, 0.1933639688148446, 0.08510884739687619, 0.5582685239328118
2, 128, 0.04064229215702948, 0.13408507850469337, 0.13531955286640934, 0.04056971243046803, 0.3506166359586002
4, 128, 0.019917111200590032, 0.0894445289953139, 0.09066380679297063, 0.0197302934412134, 0.21975574043008797
