# Nodes, Ptile,     TXY,      TYZ,     TZY,     TYX,     TOT
1, 128, 0.6556478396679782, 0.35219300549922145, 0.35187998014141436, 0.6566001723796951, 2.016320997688309
2, 128, 0.41079417372578053, 0.17612007064531773, 0.17619503930195143, 0.4091454432289067, 1.1722547269019565
4, 128, 0.25604184952363224, 0.08877916930097554, 0.08632084253808507, 0.2564745192400353, 0.6876163806027282
8, 128, 0.1372122434953121, 0.0462503437723655, 0.04526122880351382, 0.13931547099961109, 0.3680392870708025
16, 128, 0.06916571036191362, 0.023461629011769448, 0.022272186659229677, 0.07096657241367257, 0.1858660984465853
32, 128, 0.035038090558471666, 0.011649709558398924, 0.012020066986253585, 0.035412799535522455, 0.09412066663864663
64, 128, 0.0172320276029413, 0.007941418780736903, 0.011275980545313735, 0.01779989638151654, 0.05424932331050848
