# Nodes, Ptile,     TXY,      TYZ,     TZY,     TYX,     TOT
1, 128, 0.6382199980054704, 0.16503008544219497, 0.1652828175531255, 0.5887022542781267, 1.5572351552789176
2, 128, 0.41104119966679614, 0.08238654882108828, 0.08231992417304798, 0.37221092573750525, 0.9479585983984378
4, 128, 0.26680669258925926, 0.04066814422226735, 0.04051900933827883, 0.30192733441718694, 0.6499211805669924
