# Nodes, Ptile,     TXY,      TYZ,     TZY,     TYX,     TOT
1, 128, 0.2986637524476546, 0.08231922058905994, 0.08229573994453646, 0.3053141692687447, 0.7685928822499957
2, 128, 0.23882025178983887, 0.04068591229921701, 0.040614805194919515, 0.2326838363734355, 0.5528048056574109
4, 128, 0.15552390665956897, 0.01988204153203139, 0.019761556944726522, 0.17707328456542965, 0.37224078970175656
