# Nodes, Ptile,    Forward,    Back, Total, SpeedUp
1, 4, 0.016132095966999997, 0.024090366728500016, 0.04022246269550001, 1.0
2, 4, 0.03210160443650005, 0.03611003543000004, 0.06821163986650008, 0.5896715395527965
4, 4, 0.031076908136250036, 0.032953205681500015, 0.06403011381775005, 0.628180402895829
8, 4, 0.01800744153056251, 0.0193234305694375, 0.03733087210000001, 1.0774584260382174
