# Nodes, Ptile,    Forward,    Back, Total, SpeedUp
1, 4, 0.019257128689000008, 0.07849082266550009, 0.0977479513545001, 1.0
2, 4, 0.053276263748249925, 0.1039675032015, 0.15724376694974992, 0.6216332338676243
4, 4, 0.04179277964649997, 0.08534437075675001, 0.12713715040324997, 0.7688386206900654
8, 4, 0.028613357231499974, 0.06847933714587498, 0.09709269437737496, 1.0067487773547443
