# Nodes, Ptile,     TXY,      TYZ,     TZY,     TYX,     TOT
1, 128, 0.2984716781335953, 0.08233060912890462, 0.08232632213515441, 0.3138695257679679, 0.7769981351656222
2, 128, 0.2393316245218747, 0.040727730551174, 0.04072824650976577, 0.23341526124257567, 0.5542028628253901
4, 128, 0.15597445613593522, 0.01989477568574367, 0.019894110137891552, 0.1773480317091794, 0.37311137366874986
