# Nodes, Ptile,     TXY,      TYZ,     TZY,     TYX,     TOT
1, 128, 0.0821203095281243, 0.1896398700648449, 0.18676001360234445, 0.08219628840937307, 0.5407164816046868
2, 128, 0.04065656645234554, 0.1346832624066411, 0.13569597376484346, 0.040676774240233374, 0.3517125768640635
4, 128, 0.01996147211894188, 0.09281302561816798, 0.0941441903384761, 0.0197909356740257, 0.22670962374961168
